"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"1718","300 Arballo Dr, San Francisco, CA","666","1200 El Camino Del Mar, Sea Cliff, San Francisco","11/15/2016 - 12/15/2016, Every day, Daily Average",1170,942,1452
"1718","300 Arballo Dr, San Francisco, CA","675","200 Oriente Street, Bayshore Heights, Daly City","11/15/2016 - 12/15/2016, Every day, Daily Average",1021,762,1366
"1718","300 Arballo Dr, San Francisco, CA","676","300 Citrus Avenue, Daly City","11/15/2016 - 12/15/2016, Every day, Daily Average",251,138,455
"1718","300 Arballo Dr, San Francisco, CA","677","0 Ridgefield Avenue, St. Francis, Daly City","11/15/2016 - 12/15/2016, Every day, Daily Average",544,342,864
"1718","300 Arballo Dr, San Francisco, CA","678","2500 Crestmoor Drive, San Bruno","11/15/2016 - 12/15/2016, Every day, Daily Average",583,416,815
"1718","300 Arballo Dr, San Francisco, CA","679","800 Paloma Avenue, Burlingame Terrace, Burlingame","11/15/2016 - 12/15/2016, Every day, Daily Average",1346,995,1820
"1718","300 Arballo Dr, San Francisco, CA","680","700 South Fremont Street, North Central, San Mateo","11/15/2016 - 12/15/2016, Every day, Daily Average",1362,1024,1810
"1718","300 Arballo Dr, San Francisco, CA","682","1300 South Norfolk Street, Shoreview, San Mateo","11/15/2016 - 12/15/2016, Every day, Daily Average",1315,976,1771
"1718","300 Arballo Dr, San Francisco, CA","684","1100 Vailwood Way, South San Mateo, San Mateo","11/15/2016 - 12/15/2016, Every day, Daily Average",1536,1158,2035
"1718","300 Arballo Dr, San Francisco, CA","695","400 South Willard Avenue, Central San Jose, San Jose","11/15/2016 - 12/15/2016, Every day, Daily Average",3037,2399,3844
"1718","300 Arballo Dr, San Francisco, CA","722","800 Hibiscus Lane, West San Jose, San Jose","11/15/2016 - 12/15/2016, Every day, Daily Average",2688,2201,3282
"1718","300 Arballo Dr, San Francisco, CA","741","1600 San Luis Avenue, Rex Manor, Mountain View","11/15/2016 - 12/15/2016, Every day, Daily Average",2217,1799,2730
"1718","300 Arballo Dr, San Francisco, CA","744","Monte Bello Road (Trail), Cupertino","11/15/2016 - 12/15/2016, Every day, Daily Average",2036,1641,2525
"1718","300 Arballo Dr, San Francisco, CA","808","3000 Adeline Street, Clawson, Oakland","11/15/2016 - 12/15/2016, Every day, Daily Average",1925,1349,2746
"1718","300 Arballo Dr, San Francisco, CA","809","200 Santa Rosa Avenue, Grand Lake, Oakland","11/15/2016 - 12/15/2016, Every day, Daily Average",2071,1420,3019
"1718","300 Arballo Dr, San Francisco, CA","817","400 Oxford Way, Belmont","11/15/2016 - 12/15/2016, Every day, Daily Average",1543,1157,2057
"1718","300 Arballo Dr, San Francisco, CA","818","700 Bay Road, Staumbaugh Heller, Redwood City","11/15/2016 - 12/15/2016, Every day, Daily Average",1785,1374,2317
"1718","300 Arballo Dr, San Francisco, CA","829","7800 Lilac Court, Cupertino","11/15/2016 - 12/15/2016, Every day, Daily Average",2398,2040,2817
"1718","300 Arballo Dr, San Francisco, CA","858","600 Geneva Avenue, Outer Mission, San Francisco","11/15/2016 - 12/15/2016, Every day, Daily Average",565,382,834
"1718","300 Arballo Dr, San Francisco, CA","859","2200 24th Avenue, Sunset District, San Francisco","11/15/2016 - 12/15/2016, Every day, Daily Average",673,484,933
"1718","300 Arballo Dr, San Francisco, CA","860","2300 Cabrillo Street, Richmond District, San Francisco","11/15/2016 - 12/15/2016, Every day, Daily Average",1096,820,1464
"1718","300 Arballo Dr, San Francisco, CA","866","0 Bernard Street, Nob Hill, San Francisco","11/15/2016 - 12/15/2016, Every day, Daily Average",2190,1704,2813
"1718","300 Arballo Dr, San Francisco, CA","867","2200 Post Street, Western Addition, San Francisco","11/15/2016 - 12/15/2016, Every day, Daily Average",1951,1593,2389
"1718","300 Arballo Dr, San Francisco, CA","868","500 Diamond Street, Noe Valley, San Francisco","11/15/2016 - 12/15/2016, Every day, Daily Average",995,755,1310
"1718","300 Arballo Dr, San Francisco, CA","886","4400 Telegraph Avenue, Temescal, Oakland","11/15/2016 - 12/15/2016, Every day, Daily Average",1940,1388,2709
"1718","300 Arballo Dr, San Francisco, CA","904","400 North Fernwood Circle, Snail, Sunnyvale","11/15/2016 - 12/15/2016, Every day, Daily Average",2453,2087,2882
"1718","300 Arballo Dr, San Francisco, CA","905","1000 Pine Street, Lower Nob Hill, San Francisco","11/15/2016 - 12/15/2016, Every day, Daily Average",2052,1609,2616
"1718","300 Arballo Dr, San Francisco, CA","906","2700 Octavia Street, Cow Hollow, San Francisco","11/15/2016 - 12/15/2016, Every day, Daily Average",2085,1657,2622
"1718","300 Arballo Dr, San Francisco, CA","907","2500 Turk Street, Richmond District, San Francisco","11/15/2016 - 12/15/2016, Every day, Daily Average",1527,1227,1899
"1718","300 Arballo Dr, San Francisco, CA","908","1200 18th Street, Potrero Hill, San Francisco","11/15/2016 - 12/15/2016, Every day, Daily Average",956,699,1307
