Scenario,Response,Mean,Median,Minimum,Maximum,HalfWidth,Mean Confidence Interval Start,Mean Confidence Interval End,Upper Percentile,Upper Percentile Confidence Interval Start,Upper Percentile Confidence Interval End,Lower Percentile,Lower Percentile Confidence Interval Start,Lower Percentile Confidence Interval End
007,MorningUtilization,0.140136211784356,0.138456290819816,0.133184448201495,0.149771123894627,0.00706583177477809,0.133070380009578,0.147202043559134,0.147182434280645,NaN,NaN,0.135580082376768,NaN,NaN
007,AvgPassTime,0.500364982836914,0.500365231844781,0.500360418596713,0.500370147737662,4.35070204176298E-06,0.500360632134872,0.500369333538955,0.500369167286072,NaN,NaN,0.500360446229591,NaN,NaN
008,OffUtilization,0.574942792073908,0.572601126048152,0.56834430627014,0.584546581210995,0.00753910626411113,0.567403685809797,0.582481898338019,0.583451106327437,NaN,NaN,0.569295517298414,NaN,NaN
008,EveningUtilization,0.348385813360477,0.343649132680786,0.340883229778658,0.363431773130771,0.00951130472597834,0.338874508634499,0.357897118086456,0.355729551941429,NaN,NaN,0.343193191087059,NaN,NaN
008,MorningUtilization,0.133201819714483,0.133818489317575,0.125561532607066,0.146133871340394,0.0078701141438924,0.12533170557059,0.141071933858375,0.13640857634782,NaN,NaN,0.127361066177952,NaN,NaN
008,AvgPassTime,0.500596605734593,0.500593736900263,0.5005902306924,0.500609364919183,7.61065297503573E-06,0.500588995081618,0.500604216387568,0.500601006507187,NaN,NaN,0.500592140287028,NaN,NaN
009,OffUtilization,0.569694530493932,0.572056550246933,0.562050617740325,0.57534301871565,0.0052851552971751,0.564409375196757,0.574979685791107,0.573404511953569,NaN,NaN,0.565560109427963,NaN,NaN
009,EveningUtilization,0.342997088135784,0.343737692818582,0.334070200732236,0.353355686656766,0.00687017810204836,0.336126910033735,0.349867266237832,0.346358549104754,NaN,NaN,0.340046561660238,NaN,NaN
009,MorningUtilization,0.139140435423089,0.140758888176307,0.133608468510397,0.143048805792312,0.00423442696060703,0.134906008462482,0.143374862383696,0.14276135195728,NaN,NaN,0.134760338413725,NaN,NaN
009,AvgPassTime,0.500296932097502,0.500298382877548,0.500292045080357,0.500300720334322,3.2426020593885E-06,0.500293689495442,0.500300174699561,0.50029850239135,NaN,NaN,0.500294732288096,NaN,NaN
010,OffUtilization,0.568573468396091,0.570376920445965,0.5617556946137,0.572309127849391,0.00429829543520438,0.564275172960886,0.572871763831295,0.571686583160373,NaN,NaN,0.565560109427963,NaN,NaN
010,EveningUtilization,0.347271127081179,0.348572226851535,0.341903713834792,0.350135755751836,0.00332996990705675,0.343941157174123,0.350601096988236,0.34948393559103,NaN,NaN,0.345003347198846,NaN,NaN
010,MorningUtilization,0.139140435423089,0.140758888176307,0.133608468510397,0.143048805792312,0.00423442696060703,0.134906008462482,0.143374862383696,0.14276135195728,NaN,NaN,0.134760338413725,NaN,NaN
010,AvgPassTime,0.500497240615633,0.500497052394663,0.500494795653236,0.500500750945654,2.95823041964595E-06,0.500494282385213,0.500500198846052,0.50050069960996,NaN,NaN,0.500494982990277,NaN,NaN
011,OffUtilization,0.570960979487776,0.570888619530896,0.569102980796395,0.573422146869867,0.00199688605915234,0.568964093428624,0.572957865546929,0.573162981613723,NaN,NaN,0.569590636629553,NaN,NaN
011,EveningUtilization,0.347138041202906,0.348164874297351,0.338488552662658,0.351328490444406,0.00471232764705258,0.342425713555854,0.351850368849959,0.349717764654843,NaN,NaN,0.347153831004512,NaN,NaN
011,MorningUtilization,0.142007115090203,0.144688525536196,0.13566507405688,0.145819031029768,0.00498086416895971,0.137026250921243,0.146987979259162,0.145192418770962,NaN,NaN,0.13615897641215,NaN,NaN
011,AvgPassTime,0.500673389480902,0.500675444375043,0.500659756595549,0.500679060819402,7.17993892984641E-06,0.500666209541972,0.500680569419831,0.500675544693081,NaN,NaN,0.500675114657753,NaN,NaN
012,OffUtilization,0.570946122826127,0.571893428396197,0.565747827176896,0.574892557140707,0.0034318635785035,0.567514259247624,0.574377986404631,0.573613228872117,NaN,NaN,0.569598511486224,NaN,NaN
012,EveningUtilization,0.347169175176691,0.350991476233299,0.337933483784587,0.351718998115436,0.0057172739381506,0.34145190123854,0.352886449114841,0.351687947538045,NaN,NaN,0.344774058205557,NaN,NaN
012,MorningUtilization,0.142007115090203,0.144688525536196,0.13566507405688,0.145819031029768,0.00498086416895971,0.137026250921243,0.146987979259162,0.145192418770962,NaN,NaN,0.13615897641215,NaN,NaN
012,AvgPassTime,0.500575769771452,0.500574859348373,0.500564412753763,0.500585023539553,7.58842741030167E-06,0.500568181344041,0.500583358198862,0.500582119952971,NaN,NaN,0.500574014915059,NaN,NaN
013,OffUtilization,0.573449408650521,0.574971093430769,0.555812719610316,0.587676176261223,0.0113428493244173,0.562106559326104,0.584792257974938,0.580521295539463,NaN,NaN,0.56932218144607,NaN,NaN
013,EveningUtilization,0.347662080848462,0.349442251178506,0.338813568904905,0.354677555600381,0.00556874494503848,0.342093335903424,0.353230825793501,0.350059742265338,NaN,NaN,0.345605167401733,NaN,NaN
013,MorningUtilization,0.138955342082526,0.14287599520932,0.130432678201841,0.144804083393971,0.00623036192287901,0.132724980159647,0.145185704005405,0.144225019949291,NaN,NaN,0.134122597337493,NaN,NaN
013,AvgPassTime,0.500629579071335,0.500632755303801,0.500616660714942,0.500635356935012,7.31806228838457E-06,0.500622261009047,0.500636897133624,0.500634821318221,NaN,NaN,0.50062745620047,NaN,NaN
014,OffUtilization,0.572725094315763,0.570648129260782,0.555812719610316,0.588069429117382,0.0120854735281646,0.560639620787598,0.584810567843927,0.583344380644607,NaN,NaN,0.569153725815419,NaN,NaN
014,EveningUtilization,0.345363010521118,0.347304604169361,0.338270069233126,0.357572568150878,0.00754249324051444,0.337820517280603,0.352905503761632,0.347975811384527,NaN,NaN,0.339675850482197,NaN,NaN
014,MorningUtilization,0.138955342082526,0.14287599520932,0.130432678201841,0.144804083393971,0.00623036192287901,0.132724980159647,0.145185704005405,0.144225019949291,NaN,NaN,0.134122597337493,NaN,NaN
014,AvgPassTime,0.50042905910151,0.500431695343943,0.500417494996851,0.500439024217692,8.34830809157857E-06,0.500420710793418,0.500437407409602,0.500435587925949,NaN,NaN,0.500423682220785,NaN,NaN
015,OffUtilization,0.573114529769663,0.57297649285996,0.555812719610316,0.587811971695485,0.0114101639088157,0.561704365860847,0.584524693678479,0.580840732068737,NaN,NaN,0.56932218144607,NaN,NaN
015,EveningUtilization,0.346392360153097,0.348467324194868,0.337800106246195,0.354179549720718,0.00607165333537562,0.340320706817722,0.352464013488473,0.349538299407806,NaN,NaN,0.342075632364788,NaN,NaN
015,MorningUtilization,0.138955342082526,0.14287599520932,0.130432678201841,0.144804083393971,0.00623036192287901,0.132724980159647,0.145185704005405,0.144225019949291,NaN,NaN,0.134122597337493,NaN,NaN
